Real-time,Station1, Station2
1/13/2018 7:00,-0.801,0.165
1/13/2018 8:00,-0.806,0.166
1/13/2018 9:00,-0.807,0.163
1/13/2018 10:00,-0.737,0.164
1/13/2018 11:00,-0.732,0.161
1/13/2018 12:00,-0.096,0.162
1/13/2018 13:00,-0.813,0.158
1/13/2018 14:00,-0.807,0.162
1/13/2018 15:00,-0.813,0.16
1/13/2018 16:00,-0.806,0.168
1/13/2018 17:00,-0.807,0.168
1/13/2018 18:00,-0.792,0.171
1/13/2018 19:00,  ,0.187
1/13/2018 20:00,-0.804,0.161
1/13/2018 21:00,-0.808,0.157
1/13/2018 22:00,-0.813,0.155
1/13/2018 23:00,-0.811,0.156
1/14/2018 0:00,-0.815,0.157
1/14/2018 1:00,-0.812,0.155
1/14/2018 2:00,-0.811,0.155
1/14/2018 3:00,-0.812,0.15
1/14/2018 4:00,-0.814,0.151
1/14/2018 5:00,-0.819,0.153
1/14/2018 6:00,-0.832,0.153
1/14/2018 7:00,-0.822,0.153
1/14/2018 8:00,-0.825,0.157
1/14/2018 9:00,-0.815,0.155
1/14/2018 10:00,-0.828,0.159
1/14/2018 11:00,-0.827,0.147
1/14/2018 12:00,-0.825,0.148
1/14/2018 13:00,-0.819,0.151
1/14/2018 14:00,-0.815,0.147
1/14/2018 15:00,-0.819,0.15
1/14/2018 16:00,-0.837,0.157
1/14/2018 17:00,-0.846,0.155
1/14/2018 18:00,-0.83,0.155
1/14/2018 19:00,-0.819,0.154
1/14/2018 20:00,-0.824,0.159
1/14/2018 21:00,-0.825,0.161
1/14/2018 22:00,-0.82,0.162
1/14/2018 23:00,  ,0.155
1/15/2018 0:00,  ,0.159
1/15/2018 1:00,-0.746,0.156
1/15/2018 2:00,-0.741,0.157
1/15/2018 3:00,-0.817,0.158
1/15/2018 4:00,-0.743,0.158
1/15/2018 5:00,-0.803,0.156
1/15/2018 6:00,-0.809,0.156
1/15/2018 7:00,-0.819,
1/15/2018 8:00,-0.828,0.157
1/15/2018 9:00,-0.827,0.161
1/15/2018 10:00,-0.828,0.154
1/15/2018 11:00,-0.823,0.151
1/15/2018 12:00,-0.82,0.148
1/15/2018 13:00,-0.823,0.148
1/15/2018 14:00,-0.823,0.155
1/15/2018 15:00,-0.818,0.159
1/15/2018 16:00,-0.813,0.154
1/15/2018 17:00,-0.824,0.153
1/15/2018 18:00,-0.823,0.146
1/15/2018 19:00,-0.82,0.152
1/15/2018 20:00,-0.823,0.149
1/15/2018 21:00,-0.824,0.149
1/15/2018 22:00,-0.825,0.891
1/15/2018 23:00,-0.827,0.891
1/16/2018 0:00,-0.824,
1/16/2018 1:00,-0.826,0.891
1/16/2018 2:00,-0.824,0.142
1/16/2018 3:00,-0.826,0.138
1/16/2018 4:00,-0.826,0.138
1/16/2018 5:00,-0.827,0.141
1/16/2018 6:00,-0.83,0.142
1/16/2018 7:00,-0.829,0.145
1/16/2018 8:00,-0.83,0.142
1/16/2018 9:00,-0.833,0.144
1/16/2018 10:00,-0.827,0.144
1/16/2018 11:00,-0.829,0.145
1/16/2018 12:00,-0.83,0.146
1/16/2018 13:00,-0.832,0.144
1/16/2018 14:00,-0.827,0.147
1/16/2018 15:00,-0.825,
1/16/2018 16:00,-0.828,0.144
1/16/2018 17:00,-0.83,0.151
1/16/2018 18:00,-0.831,0.144
1/16/2018 19:00,-0.827,0.152
1/16/2018 20:00,-0.825,0.156
1/16/2018 21:00,-0.827,0.148
1/16/2018 22:00,-0.814,0.142
1/16/2018 23:00,-0.825,0.148
1/17/2018 0:00,-0.828,0.145
1/17/2018 1:00,-0.821,0.135
1/17/2018 2:00,-0.816,0.141
1/17/2018 3:00,  ,0.147
1/17/2018 4:00,-0.823,0.146
1/17/2018 5:00,-0.816,0.147
1/17/2018 6:00,-0.813,0.15
1/17/2018 7:00,-0.812,0.147
1/17/2018 8:00,-0.81,0.141
1/17/2018 9:00,-0.813,0.141
1/17/2018 10:00,-0.815,0.132
1/17/2018 11:00,-0.823,0.137
1/17/2018 12:00,-0.824,0.154
1/17/2018 13:00,-0.82,0.152
1/17/2018 14:00,-0.818,0.145
1/17/2018 15:00,-0.813,0.161
1/17/2018 16:00,-0.816,0.156
1/17/2018 17:00,-0.811,0.164
1/17/2018 18:00,-0.807,0.168
1/17/2018 19:00,-0.809,0.171
1/17/2018 20:00,-0.804,0.16
1/17/2018 21:00,-0.807,0.161
1/17/2018 22:00,-0.815,0.156
1/17/2018 23:00,-0.812,0.154
1/18/2018 0:00,-0.815,0.153
1/18/2018 1:00,-0.817,0.155
1/18/2018 2:00,-0.818,0.155
1/18/2018 3:00,-0.821,0.152
1/18/2018 4:00,-0.821,0.153
1/18/2018 5:00,-0.827,0.153
1/18/2018 6:00,-0.831,0.154
1/18/2018 7:00,-0.828,0.161
1/18/2018 8:00,-0.829,0.148
1/18/2018 9:00,-0.825,
1/18/2018 10:00,-0.819,0.127
1/18/2018 11:00,-0.83,0.131
1/18/2018 12:00,-0.834,0.145
1/18/2018 13:00,-0.832,0.149
1/18/2018 14:00,-0.836,0.153
1/18/2018 15:00,-0.829,0.154
1/18/2018 16:00,-0.83,0.154
1/18/2018 17:00,-0.834,0.151
1/18/2018 18:00,-0.83,0.154
1/18/2018 19:00,-0.827,0.155
1/18/2018 20:00,-0.823,0.153
1/18/2018 21:00,-0.821,0.143
1/18/2018 22:00,  ,0.15
1/18/2018 23:00,-0.815,0.15
1/19/2018 0:00,-0.814,0.167
1/19/2018 1:00,-0.825,0.157
1/19/2018 2:00,-0.824,0.151
1/19/2018 3:00,-0.825,0.156
1/19/2018 4:00,-0.833,0.154
1/19/2018 5:00,-0.829,0.152
1/19/2018 6:00,-0.817,0.15
1/19/2018 7:00,-0.82,0.159
1/19/2018 8:00,-0.583,0.15
1/19/2018 9:00,-0.858,0.148
1/19/2018 10:00,-0.837,0.15
1/19/2018 11:00,-0.857,0.17
1/19/2018 12:00,-0.971,0.157
1/19/2018 13:00,-0.842,0.153
1/19/2018 14:00,-0.827,0.155
1/19/2018 15:00,-0.806,0.151
1/19/2018 16:00,-0.822,0.152
1/19/2018 17:00,-0.8,0.152
1/19/2018 18:00,-0.825,0.149
1/19/2018 19:00,-0.822,0.156
1/19/2018 20:00,-0.81,0.154
1/19/2018 21:00,-0.785,0.155
1/19/2018 22:00,-0.779,0.156
1/19/2018 23:00,-0.784,0.153
1/20/2018 0:00,-0.798,0.158
1/20/2018 1:00,-0.797,0.163
1/20/2018 2:00,-0.802,0.165
1/20/2018 3:00,-0.811,0.163
1/20/2018 4:00,-0.801,0.162
1/20/2018 5:00,-0.804,0.161
1/20/2018 6:00,-0.804,0.164
1/20/2018 7:00,-0.826,0.161
1/20/2018 8:00,-0.795,0.164
1/20/2018 9:00,-0.826,0.156
1/20/2018 10:00,-1.053,0.158
1/20/2018 11:00,-0.993,0.154
1/20/2018 12:00,-0.798,0.153
1/20/2018 13:00,-0.816,0.158
1/20/2018 14:00,-0.806,0.158
1/20/2018 15:00,-0.811,0.156
1/20/2018 16:00,-0.809,0.158
1/20/2018 17:00,-0.805,0.162
1/20/2018 18:00,-0.81,0.159
1/20/2018 19:00,-0.815,0.157
1/20/2018 20:00,-0.812,0.159
1/20/2018 21:00,-0.808,0.16
1/20/2018 22:00,-0.801,0.159
1/20/2018 23:00,-0.802,0.159
1/21/2018 0:00,-0.807,0.157
1/21/2018 1:00,-0.815,0.16
1/21/2018 2:00,-0.818,0.158
1/21/2018 3:00,-0.819,0.149
1/21/2018 4:00,-0.821,0.149
1/21/2018 5:00,-0.819,0.148
1/21/2018 6:00,-0.828,0.144
1/21/2018 7:00,-0.825,0.151
1/21/2018 8:00,-0.825,0.145
1/21/2018 9:00,-0.827,0.139
1/21/2018 10:00,-0.822,0.131
1/21/2018 11:00,-0.826,0.125
1/21/2018 12:00,-0.823,0.13
1/21/2018 13:00,-0.636,0.147
1/21/2018 14:00,-0.846,0.122
1/21/2018 15:00,  ,0.165
1/21/2018 16:00,-0.825,0.148
1/21/2018 17:00,-0.828,0.151
1/21/2018 18:00,-0.824,0.149
1/21/2018 19:00,-0.819,0.15
1/21/2018 20:00,-0.821,0.154
1/21/2018 21:00,-0.818,0.151
1/21/2018 22:00,-0.82,0.15
1/21/2018 23:00,-0.82,0.149
1/22/2018 0:00,-0.82,0.15
1/22/2018 1:00,-0.822,
1/22/2018 2:00,-0.825,0.147
1/22/2018 3:00,-0.827,0.145
1/22/2018 4:00,-0.827,0.142
1/22/2018 5:00,-0.831,0.141
1/22/2018 6:00,-0.829,0.142
1/22/2018 7:00,-0.831,0.144
1/22/2018 8:00,-0.83,0.14
1/22/2018 9:00,-0.829,0.14
1/22/2018 10:00,-0.83,0.138
1/22/2018 11:00,-0.829,0.139
1/22/2018 12:00,-0.826,0.14
1/22/2018 13:00,-0.828,0.151
1/22/2018 14:00,-0.832,0.15
1/22/2018 15:00,-0.827,0.148
1/22/2018 16:00,-0.827,0.146
1/22/2018 17:00,-1.064,0.148
1/22/2018 18:00,-0.822,0.146
1/22/2018 19:00,-0.823,0.129
1/22/2018 20:00,-0.819,0.142
1/22/2018 21:00,-0.832,0.139
1/22/2018 22:00,-0.816,0.139
1/22/2018 23:00,-0.802,0.144
1/23/2018 0:00,-0.816,0.148
1/23/2018 1:00,-0.819,0.143
1/23/2018 2:00,-0.822,0.144
1/23/2018 3:00,-0.824,0.145
1/23/2018 4:00,-0.821,0.146
1/23/2018 5:00,  ,0.142
1/23/2018 6:00,-0.821,0.142
1/23/2018 7:00,-0.822,0.141
1/23/2018 8:00,-0.824,0.138
1/23/2018 9:00,-0.826,0.14
1/23/2018 10:00,-0.827,0.142
1/23/2018 11:00,-0.826,0.154
1/23/2018 12:00,-0.992,0.141
1/23/2018 13:00,-0.834,0.142
1/23/2018 14:00,  ,0.149
1/23/2018 15:00,-0.983,0.142
1/23/2018 16:00,-1.046,0.158
1/23/2018 17:00,-0.827,0.139
1/23/2018 18:00,-0.827,
1/23/2018 19:00,-0.823,0.144
1/23/2018 20:00,-0.822,0.145
1/23/2018 21:00,-0.822,0.144
1/23/2018 22:00,-0.823,0.144
1/23/2018 23:00,-0.822,0.144
1/24/2018 0:00,-0.82,0.144
1/24/2018 1:00,-0.823,0.144
1/24/2018 2:00,-0.824,0.143
1/24/2018 3:00,-0.822,0.139
1/24/2018 4:00,-0.825,0.142
1/24/2018 5:00,-0.825,0.144
1/24/2018 6:00,-0.824,0.145
1/24/2018 7:00,-0.824,0.14
1/24/2018 8:00,-0.825,0.138
1/24/2018 9:00,-0.825,
1/24/2018 10:00,-0.825,0.134
1/24/2018 11:00,-0.826,0.137
1/24/2018 12:00,-0.826,0.127
1/24/2018 13:00,-0.826,0.126
1/24/2018 14:00,-0.827,0.121
1/24/2018 15:00,-0.825,0.13
1/24/2018 16:00,-0.824,0.134
1/24/2018 17:00,-0.823,0.132
1/24/2018 18:00,-0.822,0.139
1/24/2018 19:00,-0.823,0.136
1/24/2018 20:00,-0.821,0.137
1/24/2018 21:00,-0.822,0.136
1/24/2018 22:00,-0.822,0.138
1/24/2018 23:00,-0.821,0.141
1/25/2018 0:00,-0.823,0.14
1/25/2018 1:00,-0.82,0.144
1/25/2018 2:00,-0.821,0.143
1/25/2018 3:00,-0.823,0.144
1/25/2018 4:00,-0.823,0.142
1/25/2018 5:00,-0.825,0.144
1/25/2018 6:00,-0.824,0.141
1/25/2018 7:00,-0.825,0.144
1/25/2018 8:00,-0.827,0.143
1/25/2018 9:00,-0.824,0.142
1/25/2018 10:00,-0.829,0.146
1/25/2018 11:00,-0.824,0.14
1/25/2018 12:00,-0.822,0.14
1/25/2018 13:00,  ,0.143
1/25/2018 14:00,-1.058,0.144
1/25/2018 15:00,-1.083,0.155
1/25/2018 16:00,-0.829,0.144
1/25/2018 17:00,-0.834,0.133
1/25/2018 18:00,-0.83,0.132
1/25/2018 19:00,-0.823,0.135
1/25/2018 20:00,-0.812,0.149
1/25/2018 21:00,  ,0.143
1/25/2018 22:00,-0.825,0.142
1/25/2018 23:00,-0.817,0.145
1/26/2018 0:00,-0.811,0.145
1/26/2018 1:00,-0.825,0.142
1/26/2018 2:00,-0.81,0.133
1/26/2018 3:00,-0.827,0.149
1/26/2018 4:00,-0.828,0.147
1/26/2018 5:00,  ,0.132
1/26/2018 6:00,-0.829,0.141
1/26/2018 7:00,-0.828,0.142
1/26/2018 8:00,-0.828,0.132
1/26/2018 9:00,-0.827,0.15
1/26/2018 10:00,-0.824,
1/26/2018 11:00,-0.824,0.143
1/26/2018 12:00,-1.058,0.146
1/26/2018 13:00,-0.829,0.147
1/26/2018 14:00,-0.828,0.147
1/26/2018 15:00,-0.825,0.147
1/26/2018 16:00,-0.829,0.148
1/26/2018 17:00,-0.827,0.147
1/26/2018 18:00,-0.826,0.147
1/26/2018 19:00,-0.826,0.146
1/26/2018 20:00,-0.826,0.145
1/26/2018 21:00,-0.825,0.144
1/26/2018 22:00,-0.819,0.147
1/26/2018 23:00,-0.825,0.152
1/27/2018 0:00,-0.819,0.147
1/27/2018 1:00,-0.821,0.148
1/27/2018 2:00,-0.821,0.148
1/27/2018 3:00,-0.822,0.144
1/27/2018 4:00,-0.829,0.151
1/27/2018 5:00,-0.83,0.146
1/27/2018 6:00,-0.829,0.144
1/27/2018 7:00,-0.83,0.142
1/27/2018 8:00,-0.833,0.141
1/27/2018 9:00,-0.829,0.14
1/27/2018 10:00,-0.83,0.139
1/27/2018 11:00,-0.83,0.148
1/27/2018 12:00,-1.092,0.146
1/27/2018 13:00,-0.844,0.141
1/27/2018 14:00,-0.827,0.146
1/27/2018 15:00,-0.829,0.148
1/27/2018 16:00,-0.831,0.147
1/27/2018 17:00,-0.832,0.147
1/27/2018 18:00,-0.83,0.147
1/27/2018 19:00,-0.828,0.151
1/27/2018 20:00,-0.825,0.149
1/27/2018 21:00,-0.813,0.148
1/27/2018 22:00,-0.827,
1/27/2018 23:00,-0.829,0.145
1/28/2018 0:00,-0.825,0.146
1/28/2018 1:00,-0.827,
1/28/2018 2:00,-0.834,0.139
1/28/2018 3:00,-0.839,0.133
1/28/2018 4:00,-0.847,0.137
1/28/2018 5:00,-0.848,0.138
1/28/2018 6:00,-0.884,0.139
1/28/2018 7:00,-0.847,0.134
1/28/2018 8:00,-0.847,0.136
1/28/2018 9:00,-0.836,0.14
1/28/2018 10:00,-0.84,0.192
1/28/2018 11:00,-0.848,0.13
1/28/2018 12:00,-0.844,
1/28/2018 13:00,-0.848,
1/28/2018 14:00,-0.85,0.137
1/28/2018 15:00,-0.847,0.139
1/28/2018 16:00,-0.857,0.142
1/28/2018 17:00,-0.844,0.139
1/28/2018 18:00,-0.843,0.141
1/28/2018 19:00,-0.841,0.142
1/28/2018 20:00,-0.848,0.14
1/28/2018 21:00,-0.838,
1/28/2018 22:00,-0.847,0.14
1/28/2018 23:00,-0.838,0.141
1/29/2018 0:00,-0.839,0.141
1/29/2018 1:00,-0.846,0.14
1/29/2018 2:00,-0.847,0.136
1/29/2018 3:00,-0.845,0.142
1/29/2018 4:00,-0.856,0.139
1/29/2018 5:00,-0.836,0.142
1/29/2018 6:00,  ,0.129
1/29/2018 7:00,-0.847,0.118
1/29/2018 8:00,-0.855,0.126
1/29/2018 9:00,-0.847,0.132
1/29/2018 10:00,-0.844,0.135
1/29/2018 11:00,-0.844,0.133
1/29/2018 12:00,-0.854,0.134
1/29/2018 13:00,-0.849,0.135
1/29/2018 14:00,-0.853,0.134
1/29/2018 15:00,-0.847,0.138
1/29/2018 16:00,-0.837,0.138
1/29/2018 17:00,-0.842,0.141
1/29/2018 18:00,-0.838,0.141
1/29/2018 19:00,-0.844,0.141
1/29/2018 20:00,-0.842,0.141
1/29/2018 21:00,-0.843,0.14
1/29/2018 22:00,-0.838,0.142
1/29/2018 23:00,-0.842,0.143
1/30/2018 0:00,-0.842,0.143
1/30/2018 1:00,-0.842,0.142
1/30/2018 2:00,-0.84,0.142
1/30/2018 3:00,-0.846,0.141
1/30/2018 4:00,-0.848,0.14
1/30/2018 5:00,-0.847,0.139
1/30/2018 6:00,-0.847,0.142
1/30/2018 7:00,-0.845,0.137
1/30/2018 8:00,-0.847,0.138
1/30/2018 9:00,-0.845,0.145
1/30/2018 10:00,-0.847,0.144
1/30/2018 11:00,-0.847,0.148
1/30/2018 12:00,-0.842,0.148
1/30/2018 13:00,-0.844,0.147
1/30/2018 14:00,-0.846,0.143
1/30/2018 15:00,-0.846,0.143
1/30/2018 16:00,-0.846,0.143
1/30/2018 17:00,-0.845,0.142
1/30/2018 18:00,-0.845,0.142
1/30/2018 19:00,-0.843,0.143
1/30/2018 20:00,-0.842,0.143
1/30/2018 21:00,-0.844,0.142
1/30/2018 22:00,-0.841,0.143
1/30/2018 23:00,-0.843,0.142
1/31/2018 0:00,-0.842,0.141
1/31/2018 1:00,-0.843,0.141
1/31/2018 2:00,-0.844,0.142
1/31/2018 3:00,-0.841,0.142
1/31/2018 4:00,-0.841,0.144
1/31/2018 5:00,-0.839,0.141
1/31/2018 6:00,-0.844,0.139
1/31/2018 7:00,-0.852,0.138
1/31/2018 8:00,-0.845,0.137
1/31/2018 9:00,-0.847,0.136
1/31/2018 10:00,-0.847,0.136
1/31/2018 11:00,-0.852,0.138
1/31/2018 12:00,-0.857,0.137
1/31/2018 13:00,-0.854,0.137
1/31/2018 14:00,-0.854,0.137
1/31/2018 15:00,-0.857,0.138
1/31/2018 16:00,-0.858,0.138
1/31/2018 17:00,-0.854,0.14
1/31/2018 18:00,-0.849,0.138
1/31/2018 19:00,-0.853,0.14
1/31/2018 20:00,-0.855,0.142
1/31/2018 21:00,-0.854,0.142
1/31/2018 22:00,-0.856,0.142
1/31/2018 23:00,-0.856,0.142
2/1/2018 0:00,  ,
2/1/2018 1:00,  ,0.136
2/1/2018 2:00,-0.855,0.136
2/1/2018 3:00,-0.857,0.14
2/1/2018 4:00,-0.859,0.139
2/1/2018 5:00,-0.853,0.137
2/1/2018 6:00,  ,0.137
2/1/2018 7:00,-0.855,0.136
2/1/2018 8:00,-0.855,0.136
2/1/2018 9:00,-0.852,0.136
2/1/2018 10:00,-0.855,0.136
2/1/2018 11:00,-0.854,0.134
2/1/2018 12:00,-0.853,0.135
2/1/2018 13:00,-0.852,0.139
2/1/2018 14:00,-0.848,0.137
2/1/2018 15:00,-0.848,0.132
2/1/2018 16:00,-0.851,0.135
2/1/2018 17:00,-0.852,
2/1/2018 18:00,-0.848,0.136
2/1/2018 19:00,-0.85,0.137
2/1/2018 20:00,-0.852,0.136
2/1/2018 21:00,-0.854,0.137
2/1/2018 22:00,-0.854,0.138
2/1/2018 23:00,-0.847,0.137
2/2/2018 0:00,-0.853,0.137
2/2/2018 1:00,-0.852,0.136
2/2/2018 2:00,-0.857,0.135
2/2/2018 3:00,-0.857,0.136
2/2/2018 4:00,-0.858,0.133
2/2/2018 5:00,-0.859,0.132
2/2/2018 6:00,-0.866,0.132
2/2/2018 7:00,-0.857,0.132
2/2/2018 8:00,-0.853,0.135
2/2/2018 9:00,-0.853,0.134
2/2/2018 10:00,-0.851,0.133
2/2/2018 11:00,-0.853,0.134
2/2/2018 12:00,-0.85,0.132
2/2/2018 13:00,-0.852,0.132
2/2/2018 14:00,-0.847,0.133
2/2/2018 15:00,-0.851,0.133
2/2/2018 16:00,-0.851,0.132
2/2/2018 17:00,-0.851,0.131
2/2/2018 18:00,-0.854,0.131
2/2/2018 19:00,-0.85,0.131
2/2/2018 20:00,-0.852,0.132
2/2/2018 21:00,-0.862,0.13
2/2/2018 22:00,-0.854,0.132
2/2/2018 23:00,-0.85,0.132
2/3/2018 0:00,-0.85,0.13
2/3/2018 1:00,-0.852,0.131
2/3/2018 2:00,-0.851,0.13
2/3/2018 3:00,-0.85,0.128
2/3/2018 4:00,-0.849,0.132
2/3/2018 5:00,-0.85,0.129
2/3/2018 6:00,-0.856,0.127
2/3/2018 7:00,-0.851,0.128
2/3/2018 8:00,-0.859,0.126
2/3/2018 9:00,-0.853,0.128
2/3/2018 10:00,-0.851,0.124
2/3/2018 11:00,-0.852,0.126
2/3/2018 12:00,-0.846,0.13
2/3/2018 13:00,-0.849,0.132
2/3/2018 14:00,-0.85,0.133
2/3/2018 15:00,-0.849,0.132
2/3/2018 16:00,-0.846,0.132
2/3/2018 17:00,-0.851,0.13
2/3/2018 18:00,-0.846,0.131
2/3/2018 19:00,-0.848,0.13
2/3/2018 20:00,-0.85,0.13
2/3/2018 21:00,-0.848,0.127
2/3/2018 22:00,-0.852,0.131
2/3/2018 23:00,-0.851,0.131
2/4/2018 0:00,-0.853,0.131
2/4/2018 1:00,-0.853,0.131
2/4/2018 2:00,-0.856,0.132
2/4/2018 3:00,  ,0.128
2/4/2018 4:00,-0.852,0.13
2/4/2018 5:00,-0.852,0.126
2/4/2018 6:00,-0.851,0.126
2/4/2018 7:00,-0.856,0.125
2/4/2018 8:00,-0.856,0.125
2/4/2018 9:00,-0.858,0.129
2/4/2018 10:00,-0.854,0.131
2/4/2018 11:00,-0.854,0.119
2/4/2018 12:00,-0.86,0.125
2/4/2018 13:00,-0.854,0.122
2/4/2018 14:00,-0.86,0.126
2/4/2018 15:00,-0.845,0.123
2/4/2018 16:00,-0.85,0.13
2/4/2018 17:00,-0.852,0.131
2/4/2018 18:00,-0.853,0.124
2/4/2018 19:00,-0.851,0.127
2/4/2018 20:00,-0.849,0.126
2/4/2018 21:00,-0.853,0.125
2/4/2018 22:00,-0.853,0.133
2/4/2018 23:00,-0.85,0.131
2/5/2018 0:00,-0.854,0.12
2/5/2018 1:00,-0.856,0.135
2/5/2018 2:00,-0.859,0.126
2/5/2018 3:00,-0.852,0.133
2/5/2018 4:00,-0.853,0.129
2/5/2018 5:00,-0.861,0.128
2/5/2018 6:00,-0.858,0.128
2/5/2018 7:00,-0.86,0.13
2/5/2018 8:00,-0.858,0.127
2/5/2018 9:00,-0.871,0.127
2/5/2018 10:00,-0.864,0.136
2/5/2018 11:00,-0.8,0.132
2/5/2018 12:00,-0.77,0.126
2/5/2018 13:00,-0.774,0.128
2/5/2018 14:00,-0.776,0.128
2/5/2018 15:00,-0.779,0.126
2/5/2018 16:00,-0.788,0.129
2/5/2018 17:00,-0.791,0.128
2/5/2018 18:00,-0.782,0.129
2/5/2018 19:00,-0.771,0.125
2/5/2018 20:00,-0.782,0.128
2/5/2018 21:00,-0.765,0.127
2/5/2018 22:00,  ,0.128
2/5/2018 23:00,-0.778,0.128
2/6/2018 0:00,  ,0.136
2/6/2018 1:00,-0.789,0.126
2/6/2018 2:00,-0.766,0.128
2/6/2018 3:00,-0.752,0.123
2/6/2018 4:00,-0.777,0.146
2/6/2018 5:00,-0.788,0.129
2/6/2018 6:00,-0.792,0.136
2/6/2018 7:00,-0.773,0.14
2/6/2018 8:00,-0.797,0.131
2/6/2018 9:00,-0.781,0.137
2/6/2018 10:00,-0.792,0.139
2/6/2018 11:00,  ,0.132
2/6/2018 12:00,-0.793,0.14
2/6/2018 13:00,-0.791,0.137
2/6/2018 14:00,-0.798,0.128
2/6/2018 15:00,-0.79,0.14
2/6/2018 16:00,-0.78,0.136
2/6/2018 17:00,-0.767,0.135
2/6/2018 18:00,-0.744,0.135
2/6/2018 19:00,-0.726,0.134
2/6/2018 20:00,-0.727,0.134
2/6/2018 21:00,-0.727,0.136
2/6/2018 22:00,-0.732,0.137
2/6/2018 23:00,-0.739,0.138
2/7/2018 0:00,-0.758,0.136
2/7/2018 1:00,-0.78,0.137
2/7/2018 2:00,-0.728,0.136
2/7/2018 3:00,-0.771,0.136
2/7/2018 4:00,-0.743,0.135
2/7/2018 5:00,-0.739,0.132
2/7/2018 6:00,  ,0.135
2/7/2018 7:00,  ,0.134
2/7/2018 8:00,-0.734,0.134
2/7/2018 9:00,-0.724,0.133
2/7/2018 10:00,-0.723,0.134
2/7/2018 11:00,-0.722,0.141
2/7/2018 12:00,-0.692,0.133
2/7/2018 13:00,-0.687,0.139
2/7/2018 14:00,-0.684,0.139
2/7/2018 15:00,-0.685,0.138
2/7/2018 16:00,-0.688,0.138
2/7/2018 17:00,-0.697,0.136
2/7/2018 18:00,-0.701,0.137
2/7/2018 19:00,  ,0.138
2/7/2018 20:00,-0.695,0.135
2/7/2018 21:00,-0.699,0.136
2/7/2018 22:00,-0.716,0.137
2/7/2018 23:00,  ,0.134
2/8/2018 0:00,-0.719,0.136
2/8/2018 1:00,-0.724,0.136
2/8/2018 2:00,-0.72,0.136
2/8/2018 3:00,-0.722,0.137
2/8/2018 4:00,-0.716,0.136
2/8/2018 5:00,-0.719,0.136
2/8/2018 6:00,-0.719,0.136
2/8/2018 7:00,-0.717,0.134
2/8/2018 8:00,-0.716,0.13
2/8/2018 9:00,  ,
2/8/2018 10:00,-0.783,0.133
2/8/2018 11:00,-0.747,0.13
2/8/2018 12:00,-0.797,0.132
2/8/2018 13:00,-0.789,0.136
2/8/2018 14:00,-0.79,0.138
2/8/2018 15:00,-0.797,0.14
2/8/2018 16:00,-0.796,0.149
2/8/2018 17:00,-0.796,0.135
2/8/2018 18:00,-0.785,0.135
2/8/2018 19:00,-0.797,0.167
2/8/2018 20:00,-0.794,0.14
2/8/2018 21:00,-0.797,0.136
2/8/2018 22:00,-0.808,0.16
2/8/2018 23:00,-0.815,0.149
2/9/2018 0:00,-0.786,0.14
2/9/2018 1:00,-0.806,0.14
2/9/2018 2:00,-0.794,0.184
2/9/2018 3:00,-0.788,0.207
2/9/2018 4:00,-0.778,0.164
2/9/2018 5:00,-0.782,0.249
2/9/2018 6:00,-0.792,0.208
2/9/2018 7:00,-0.782,0.136
2/9/2018 8:00,-0.783,0.154
2/9/2018 9:00,-0.782,0.133
2/9/2018 10:00,-0.78,0.131
2/9/2018 11:00,-0.784,0.242
2/9/2018 12:00,-0.776,0.217
2/9/2018 13:00,-0.749,0.208
2/9/2018 14:00,-0.766,0.185
2/9/2018 15:00,-0.767,0.182
2/9/2018 16:00,-0.762,0.186
2/9/2018 17:00,-0.766,0.186
2/9/2018 18:00,-0.74,0.187
2/9/2018 19:00,-0.722,0.186
2/9/2018 20:00,  ,0.185
2/9/2018 21:00,-0.75,0.184
2/9/2018 22:00,  ,0.185
2/9/2018 23:00,-0.721,0.185
2/10/2018 0:00,-0.7,0.184
2/10/2018 1:00,-0.72,0.186
2/10/2018 2:00,-0.665,0.185
2/10/2018 3:00,-0.663,0.185
2/10/2018 4:00,-0.735,0.179
2/10/2018 5:00,-0.763,0.181
2/10/2018 6:00,-0.764,0.183
2/10/2018 7:00,-0.772,0.178
2/10/2018 8:00,-0.769,0.181
2/10/2018 9:00,-0.771,0.179
2/10/2018 10:00,-0.77,0.177
2/10/2018 11:00,-0.744,0.177
2/10/2018 12:00,-0.75,0.178
2/10/2018 13:00,-0.748,0.181
2/10/2018 14:00,-0.736,0.181
2/10/2018 15:00,-0.74,0.182
2/10/2018 16:00,-0.752,0.181
2/10/2018 17:00,-0.739,0.183
2/10/2018 18:00,-0.732,0.185
2/10/2018 19:00,-0.721,0.184
2/10/2018 20:00,-0.729,0.184
2/10/2018 21:00,-0.733,0.183
2/10/2018 22:00,-0.726,0.183
2/10/2018 23:00,-0.754,0.182
2/11/2018 0:00,-0.745,0.179
2/11/2018 1:00,-0.717,0.181
2/11/2018 2:00,-0.727,0.18
2/11/2018 3:00,-0.675,0.179
2/11/2018 4:00,-0.686,
2/11/2018 5:00,-0.68,0.176
2/11/2018 6:00,-0.667,0.174
2/11/2018 7:00,-0.689,0.172
2/11/2018 8:00,-0.693,0.177
2/11/2018 9:00,-0.63,0.161
2/11/2018 10:00,-0.622,0.16
2/11/2018 11:00,-0.619,0.155
2/11/2018 12:00,-0.635,0.158
2/11/2018 13:00,-0.663,0.16
2/11/2018 14:00,-0.667,0.156
