Real-time,RTD Average Upper Temperature (C)
2018-02-20 00:01:05,-13.9986
2018-02-20 01:00:56,-14.05443
2018-02-20 02:00:56,-14.03741
2018-02-20 03:00:56,-12.94105
2018-02-20 04:01:03,-13.28267
2018-02-20 05:01:03,-13.52918
2018-02-20 06:00:57,-13.68015
2018-02-20 07:00:59,-13.42797
2018-02-20 08:01:01,-12.53435
2018-02-20 09:01:04,-11.73004
2018-02-20 10:00:56,-10.8827
2018-02-20 11:01:03,-10.14957
2018-02-20 12:00:56,-9.609452
2018-02-20 13:00:56,-9.361818
2018-02-20 14:00:56,-9.525578
2018-02-20 15:00:57,-9.750226
2018-02-20 16:00:56,-10.73581
2018-02-20 17:01:04,-11.53271
2018-02-20 18:01:04,-12.31577
2018-02-20 19:00:56,-13.49841
2018-02-20 20:01:01,-14.09321
2018-02-20 21:01:01,-14.50629
2018-02-20 22:01:01,-14.67684
2018-02-20 23:01:05,-15.1468
2018-02-21 00:01:05,-15.1797
2018-02-21 01:00:56,-15.5223
2018-02-21 02:00:56,-16.05906
2018-02-21 03:01:05,-16.21983
2018-02-21 04:01:00,-16.24076
2018-02-21 05:01:03,-15.62891
2018-02-21 06:00:56,-14.34074
2018-02-21 07:00:56,-13.31416
2018-02-21 08:00:56,-12.15986
2018-02-21 09:01:02,-10.80588
2018-02-21 10:00:56,-9.825002
2018-02-21 11:00:56,-8.884389
2018-02-21 12:00:56,-8.326253
2018-02-21 13:00:56,-7.972563
2018-02-21 14:00:56,-8.100815
2018-02-21 15:00:56,-8.540948
2018-02-21 16:01:04,-8.623034
2018-02-21 18:01:00,-7.977451
2018-02-21 19:00:56,-11.6918
2018-02-21 20:01:06,-12.9348
2018-02-21 21:00:56,-13.725
2018-02-21 22:00:56,-14.27429
2018-02-21 23:00:56,-14.90116
2018-02-22 00:01:00,-15.13538
2018-02-22 01:00:56,-15.33837
2018-02-22 02:00:56,-15.03305
2018-02-22 03:01:04,-15.39267
2018-02-22 04:00:56,-14.45888
2018-02-22 06:00:56,-14.01851
2018-02-22 07:00:56,-13.93009
2018-02-22 08:01:02,-12.75695
2018-02-22 09:00:56,-11.5444
2018-02-22 10:00:56,-11.26767
2018-02-22 11:00:56,-11.48925
2018-02-22 13:00:56,-9.560586
2018-02-22 14:00:56,-9.155206
2018-02-22 15:00:56,-8.808458
2018-02-22 16:00:59,-8.937774
2018-02-22 17:00:56,-9.316356
2018-02-22 18:00:56,-11.22995
2018-02-22 19:01:03,-11.7509
2018-02-22 20:01:01,-12.45808
2018-02-22 21:00:56,-12.57745
2018-02-22 22:00:56,-11.66158
2018-02-22 23:01:02,-11.35813
2018-02-23 00:00:59,-11.34863
2018-02-23 01:00:56,-11.61477
2018-02-23 02:00:56,-12.85301
2018-02-23 03:00:56,-12.38091
2018-02-23 04:01:02,-11.53455
2018-02-23 05:01:05,-11.05877
2018-02-23 06:01:00,-10.67709
2018-02-23 07:01:02,-10.32707
2018-02-23 08:00:56,-9.730101
2018-02-23 09:00:56,-9.2622
2018-02-23 10:00:56,-8.572614
2018-02-23 11:01:02,-7.841454
2018-02-23 12:00:56,-7.077437
2018-02-23 13:00:56,-6.786451
2018-02-23 14:01:00,-6.54071
2018-02-23 15:00:56,-6.109839
2018-02-23 17:01:01,-6.74475
2018-02-23 18:00:56,-7.649125
2018-02-23 19:00:56,-8.388542
2018-02-23 20:01:02,-9.23221
2018-02-23 21:01:04,-10.23302
2018-02-23 22:00:56,-10.03476
2018-02-23 23:01:02,-10.22651
2018-02-24 00:01:04,-9.948518
2018-02-24 01:00:56,-10.33279
2018-02-24 02:00:56,-9.722808
2018-02-24 03:00:56,-10.57411
2018-02-24 04:01:00,-11.13034
2018-02-24 05:00:56,-11.4933
2018-02-24 06:00:56,-11.05014
